age,annual_income,spending_score,online_visits_per_month,avg_cart_value,product_categories_visited,days_since_last_purchase,customer_tenure_mths
21.5,79608.36,44.8,7.2,77.76,6,0.4,24.9
49.2,51693.95,45.3,12.3,85.91,2,46.6,15.4
40.9,45688.94,54.8,13.7,49.34,1,2.0,9.1
27.9,47775.58,41.8,17.1,71.75,2,28.8,42.8
42.2,63590.1,47.6,9.4,80.36,1,28.7,12.8
34.3,88617.81,57.3,6.9,55.58,1,24.0,13.9
32.1,63091.59,58.1,8.9,68.83,3,3.9,10.5
39.4,74811.0,64.1,13.2,104.9,3,147.2,34.5
27.6,59558.74,29.1,11.5,81.53,2,61.1,41.5
31.6,61879.18,46.3,8.3,91.99,5,13.3,46.3
36.2,67166.28,70.6,9.5,93.52,3,20.9,10.0
30.0,20000.0,18.3,7.9,159.15,1,20.1,29.0
41.7,60354.31,51.2,9.6,114.94,1,15.8,24.8
53.7,98197.75,58.9,10.9,108.22,1,50.2,5.5
27.5,132812.24,63.3,14.2,143.71,8,23.9,50.8
18.3,22592.82,62.6,11.1,106.84,5,12.2,15.4
18.0,54861.6,49.0,10.5,69.79,5,63.0,4.5
33.5,47375.32,68.9,12.4,95.56,1,36.3,38.2
28.4,95647.72,60.8,12.0,150.4,4,70.9,20.1
37.1,34587.23,49.3,9.5,95.95,1,264.0,14.9
36.3,73559.57,45.4,12.3,58.77,4,0.7,38.6
19.0,20000.0,29.5,9.5,113.97,2,180.1,13.7
18.0,40028.67,50.1,7.5,113.38,4,32.3,11.3
38.0,61681.2,56.9,10.8,93.51,4,8.4,60.0
36.4,82477.26,65.7,14.3,117.39,5,15.5,11.9
30.7,35050.12,48.2,9.4,137.12,4,30.9,27.1
18.4,60010.51,30.0,8.5,112.93,3,2.0,11.1
39.7,64146.68,39.1,5.0,94.02,6,18.0,11.6
47.7,75631.06,67.4,13.4,143.1,2,35.5,17.9
37.8,81390.51,27.0,8.4,131.33,3,2.5,13.3
26.5,27569.08,44.7,8.2,77.8,4,3.8,22.4
35.4,76568.32,53.3,8.7,161.49,2,45.0,1.4
21.3,37692.99,56.1,13.8,110.7,3,29.1,32.8
45.6,90381.15,65.4,10.3,129.51,3,37.4,9.8
35.8,67345.91,42.2,12.1,103.82,4,34.4,17.1
18.0,42209.43,34.0,7.7,111.75,5,24.6,18.6
32.0,45794.09,37.9,8.9,112.42,5,1.2,24.1
39.6,80172.31,64.8,10.2,99.57,7,17.1,32.8
31.7,82554.65,22.2,5.1,97.12,2,12.1,11.5
32.2,47135.8,48.5,9.4,132.47,2,70.2,44.9
22.8,27544.65,27.0,12.4,80.31,4,19.5,6.7
40.7,78416.55,58.4,9.9,134.42,4,212.4,18.6
28.5,25841.63,44.9,10.2,66.28,3,9.6,5.5
18.0,20289.75,13.2,6.7,103.61,1,39.6,26.9
31.3,35775.94,39.3,8.0,169.17,3,10.8,12.1
44.8,59540.19,52.2,12.6,117.11,4,5.5,35.4
31.1,30177.93,42.4,4.1,67.64,3,60.8,14.8
52.4,35127.88,40.7,8.0,122.52,3,27.2,8.5
39.3,40722.86,25.9,9.3,132.22,6,18.7,8.0
38.4,75559.55,38.6,13.9,112.81,4,38.7,51.6
33.7,33541.93,21.4,13.1,80.98,4,93.9,13.6
34.3,52648.32,56.1,10.8,85.07,3,52.6,22.0
32.4,96826.58,59.3,9.0,111.77,3,0.4,25.3
32.0,56598.36,48.2,11.4,118.6,2,24.9,8.4
40.3,71097.56,27.7,7.4,48.49,2,1.1,37.8
25.6,33592.55,41.6,11.1,134.72,2,18.8,10.5
24.2,94662.35,69.9,8.5,41.19,2,21.3,56.0
23.8,40188.55,16.4,3.8,113.03,2,5.5,10.5
55.5,71803.14,45.5,7.3,122.39,2,59.4,6.4
40.3,90583.92,35.6,5.8,124.76,1,10.9,8.6
38.0,58801.25,43.3,17.2,68.2,2,6.7,4.9
24.4,52497.66,34.2,9.7,123.06,3,146.2,28.2
41.2,59352.97,55.5,11.8,167.69,5,3.4,13.5
33.8,53570.78,50.6,17.5,101.84,5,27.1,25.3
37.1,69123.39,72.1,17.6,122.74,4,53.2,22.8
25.2,63245.9,50.2,9.5,69.74,4,34.2,26.4
36.6,48417.18,51.6,12.6,86.4,6,10.7,41.1
30.8,41287.72,36.0,16.8,90.94,3,157.9,19.4
27.3,41692.39,28.0,10.4,60.9,4,12.3,32.9
42.3,37847.77,55.9,12.8,81.18,3,71.4,13.7
19.6,20000.0,56.6,7.8,97.8,3,12.9,17.7
40.6,70461.55,63.7,7.2,125.91,4,14.3,5.4
41.8,84247.81,59.2,9.0,73.96,2,5.3,10.8
26.2,70383.76,38.5,8.9,98.0,4,188.8,7.4
26.8,20000.0,55.1,9.8,68.03,4,18.1,35.7
32.8,53314.49,56.7,9.8,107.03,5,27.7,28.6
37.8,40214.45,74.4,8.7,152.44,5,36.9,24.5
33.5,61651.91,33.2,12.7,103.31,3,81.6,37.2
39.3,55112.03,61.5,9.1,141.19,6,223.9,24.2
52.6,85942.08,66.0,14.3,113.68,3,14.6,60.0
29.9,55555.2,43.5,12.2,110.89,1,253.0,42.6
18.0,20000.0,58.5,16.9,88.13,4,42.1,53.9
43.3,47265.67,52.2,10.6,123.6,7,25.7,13.9
51.8,73582.22,40.0,10.0,84.36,3,19.1,54.2
38.9,64944.36,49.7,9.5,74.34,4,0.8,26.3
24.1,23184.47,24.7,11.2,91.21,4,47.2,18.1
33.8,28279.67,33.5,18.7,59.08,7,32.7,29.8
23.8,52176.72,58.2,12.9,124.97,4,15.2,7.7
41.4,37069.5,58.0,11.9,157.31,2,4.4,25.4
21.5,20000.0,41.3,11.1,93.57,5,100.3,28.5
32.0,48696.16,35.4,16.8,91.74,5,6.0,3.2
25.0,42196.38,50.4,8.5,117.74,2,0.5,34.2
36.3,43446.59,55.9,9.8,122.81,1,45.1,7.8
31.3,42994.53,15.3,4.8,90.9,7,295.2,30.2
36.8,61690.81,52.3,13.6,65.58,4,10.2,19.2
35.2,45775.55,42.9,14.1,131.6,3,24.2,2.5
25.1,53520.67,62.4,9.1,138.08,1,3.1,57.3
41.3,57405.65,55.0,18.8,76.97,5,64.2,12.8
34.5,62962.88,58.2,6.9,39.11,4,16.5,52.5
25.1,69655.88,45.7,11.3,170.92,1,226.8,8.3
57.4,94712.37,60.4,14.0,92.06,4,2.7,33.4
39.8,89575.65,73.0,13.7,81.24,4,324.7,6.1
33.5,75536.85,53.7,9.7,34.23,4,44.4,19.3
49.2,76092.79,57.4,12.9,96.03,4,1.5,15.4
53.4,66065.89,28.8,11.4,108.18,3,80.2,6.7
33.5,51081.99,46.3,5.3,151.06,1,23.8,10.8
38.5,45223.63,15.4,11.8,78.21,6,6.4,5.7
25.1,52186.56,39.9,11.0,54.5,3,17.0,12.6
33.5,72770.21,54.8,5.7,118.22,1,26.9,4.2
33.0,43894.15,56.7,8.8,115.61,1,1.7,12.1
36.8,60734.26,35.2,10.8,80.16,3,37.6,4.8
38.3,49114.84,52.3,9.6,98.22,5,8.1,47.0
40.6,68665.71,74.6,12.7,121.16,4,33.0,22.6
37.4,50913.47,37.7,5.9,118.98,3,6.5,13.6
22.9,35523.85,19.5,7.0,103.61,3,27.5,14.4
25.6,38892.93,48.0,12.4,110.63,2,19.3,11.2
29.5,65695.31,33.8,11.7,98.14,2,50.6,11.1
32.2,55807.09,36.5,11.8,146.79,5,35.1,5.4
45.5,59837.76,63.8,6.2,125.49,1,58.2,48.8
23.4,55924.58,76.9,11.8,146.19,6,12.1,23.9
31.4,48850.36,31.6,11.6,117.73,5,125.5,26.2
44.5,90154.43,48.0,7.4,112.83,3,3.1,9.4
32.0,38123.66,36.8,6.8,135.67,7,99.8,13.4
39.6,59943.89,41.8,6.1,81.91,4,132.8,13.7
33.6,30788.36,70.2,10.5,135.77,3,0.1,26.7
37.6,55116.78,40.6,5.0,67.38,6,20.1,19.2
32.7,24579.51,33.6,10.7,98.43,5,7.1,25.7
41.7,80262.85,80.3,11.0,71.9,5,28.1,13.0
19.5,62969.62,59.5,20.0,78.3,1,187.5,14.5
31.4,72776.91,68.6,12.4,103.75,4,8.8,29.4
38.0,62950.03,37.3,18.9,144.15,3,25.0,16.1
40.3,46672.15,38.0,10.9,94.9,4,26.8,34.5
49.9,55936.81,33.2,4.7,114.98,3,45.2,41.5
31.1,87475.24,70.3,7.5,152.85,1,8.0,10.2
49.8,100549.4,80.5,11.0,114.71,3,353.1,23.5
28.4,57178.91,40.2,7.0,143.15,1,11.2,30.1
48.3,60316.49,44.6,10.2,101.34,4,16.0,21.2
43.2,93912.21,55.4,9.8,82.01,5,62.0,16.7
25.9,38802.27,20.4,12.0,117.76,4,26.8,26.5
38.1,67033.3,42.0,8.1,116.7,3,138.3,21.3
34.5,86629.26,69.6,11.5,107.34,3,108.0,13.5
41.3,48277.91,33.4,14.7,72.77,2,13.4,45.2
32.8,74798.3,55.8,10.8,133.12,6,34.1,4.2
31.9,67953.25,32.8,9.6,68.65,4,70.3,38.7
48.7,70162.43,50.9,6.5,51.23,3,12.8,32.8
34.0,39341.56,35.4,10.8,126.79,4,71.2,7.1
43.3,52122.58,29.3,10.5,116.73,5,24.9,23.7
32.7,63986.21,63.1,13.2,128.54,3,0.1,26.1
51.7,44866.57,58.2,15.9,102.09,3,2.3,19.6
28.2,57188.2,34.6,9.7,114.42,3,128.6,10.5
28.9,65907.87,48.5,7.4,85.41,3,57.0,16.1
50.2,91900.54,60.2,8.0,114.61,3,11.2,22.8
30.6,28473.29,13.3,7.7,131.13,1,24.7,27.7
51.0,99133.54,40.8,13.0,99.59,5,15.3,1.2
43.9,101041.99,81.6,10.1,132.66,4,4.4,27.7
33.5,66965.83,36.1,7.8,64.68,4,25.2,14.4
18.0,25639.03,58.6,9.9,97.41,2,32.0,1.6
34.8,53283.27,27.8,9.4,88.35,4,67.9,9.0
36.0,59861.1,59.8,9.0,137.53,1,31.8,60.0
46.7,74747.01,49.8,6.5,156.43,1,270.5,21.2
50.9,73147.21,51.4,13.6,114.26,2,73.0,15.7
28.2,60143.41,77.9,10.9,75.76,3,295.3,3.9
43.0,64594.52,32.6,8.6,66.81,6,13.1,9.1
42.7,71425.36,62.3,15.1,140.16,5,2.6,45.7
45.7,59376.83,58.1,12.9,91.59,2,88.5,15.5
40.0,57225.78,99.5,16.0,149.2,2,25.9,36.9
18.0,34879.5,26.3,10.3,102.11,4,6.8,15.5
33.4,97101.81,51.7,10.6,107.0,6,6.3,21.4
23.4,80032.36,68.2,10.4,121.08,5,24.5,22.6
33.0,69485.04,49.8,7.5,109.49,2,50.9,15.4
44.8,94346.21,53.4,14.7,73.59,2,143.8,22.7
38.1,78410.43,69.9,14.5,107.82,4,2.2,15.6
46.5,72810.15,49.8,8.5,158.31,4,32.4,28.9
38.4,32622.6,28.4,9.4,66.69,3,152.8,25.4
22.0,44370.11,56.2,8.8,79.84,3,34.6,25.5
18.0,39699.24,49.5,7.5,93.48,5,26.1,33.6
36.5,38528.97,38.9,13.9,146.8,2,43.3,10.5
32.9,28565.34,35.2,12.8,74.92,1,203.2,15.3
25.2,62038.82,36.9,3.8,86.29,3,18.3,34.7
18.0,52890.09,58.7,5.9,83.96,6,30.2,4.2
27.7,30774.11,35.8,10.8,84.86,4,36.0,10.9
33.1,43526.5,33.5,13.7,89.78,3,10.1,23.9
41.7,88551.47,39.3,9.0,111.96,1,57.5,7.0
36.9,43955.12,51.1,11.6,64.83,5,6.1,27.6
51.1,76280.52,47.3,12.4,109.8,1,48.5,5.6
24.6,47919.6,16.2,6.8,63.46,5,1.9,3.5
43.8,77175.74,37.1,11.9,109.72,5,3.0,23.9
35.5,43256.24,41.5,10.1,63.45,3,41.6,8.4
41.9,67359.02,49.1,11.5,97.61,1,31.3,4.8
30.6,59882.33,46.3,8.3,80.14,4,1.7,2.6
45.7,73177.06,48.2,8.4,106.67,4,52.6,39.0
38.0,63943.28,29.0,9.5,133.86,2,6.9,36.6
28.2,61456.63,37.3,7.9,113.5,5,49.4,11.2
34.9,103739.21,80.9,13.0,136.05,2,24.0,60.0
32.6,109309.51,80.3,13.0,118.39,5,0.5,25.4
39.9,51129.1,56.0,9.8,103.1,1,8.3,30.1
23.2,20000.0,45.3,8.3,99.17,5,54.3,7.3
34.7,71675.09,67.1,9.4,107.25,2,3.8,2.5
39.0,66887.51,35.3,10.8,82.01,3,81.1,23.1
35.3,81485.02,56.9,12.8,90.13,3,19.1,3.0
48.5,76473.25,38.1,9.9,80.27,2,3.0,14.3
42.7,67364.26,35.7,10.8,90.65,5,0.6,23.2
34.9,82518.29,62.3,13.1,87.32,2,94.2,11.5
37.2,87109.12,72.3,8.6,121.29,1,5.3,22.2
38.0,34634.12,39.5,11.0,61.84,2,47.8,7.7
39.0,46894.27,70.8,8.5,124.27,1,37.6,38.3
18.0,44288.14,48.5,12.4,103.63,3,14.8,6.7
32.0,59556.54,38.2,14.9,140.47,2,71.5,18.1
20.2,43604.82,28.8,7.4,126.85,4,25.5,43.4
47.8,78910.39,70.9,12.5,88.98,3,3.0,32.7
34.4,79435.3,57.8,9.9,108.43,3,7.4,13.7
33.1,92907.47,70.0,16.5,123.24,4,36.1,14.8
44.0,78752.64,15.8,8.8,72.71,1,13.0,35.0
39.2,46331.92,49.6,12.5,82.1,4,71.9,26.0
23.7,48023.4,38.7,9.9,105.3,1,28.5,1.1
34.3,57925.71,28.5,7.4,110.74,2,61.6,28.2
31.6,67611.47,51.3,9.6,106.45,5,28.8,38.7
18.0,54163.36,64.6,16.2,108.05,2,26.9,13.4
28.1,95485.72,94.6,8.7,122.72,4,10.0,4.2
33.2,49301.41,50.4,6.5,76.92,2,7.8,11.4
33.9,66775.4,41.4,11.1,118.25,5,1.2,3.6
20.2,95236.38,49.0,10.5,109.65,1,3.0,9.4
46.5,57509.19,63.7,11.2,114.98,5,50.4,4.6
34.0,62086.15,35.7,8.8,109.79,1,41.3,14.6
35.4,41402.81,53.8,8.7,172.69,4,1.6,17.5
39.0,64846.87,55.9,9.8,155.02,1,8.1,2.6
27.1,38091.05,46.2,6.3,114.35,2,42.2,11.4
39.6,84586.87,33.9,11.7,81.49,6,2.3,23.1
31.3,60009.78,44.6,8.2,123.89,4,10.1,18.4
26.0,34119.37,20.4,10.0,84.62,3,7.8,60.0
40.7,81398.93,47.6,7.4,107.08,1,43.8,9.0
49.9,75526.71,68.4,15.4,135.42,3,19.7,6.5
42.2,84855.01,75.9,10.8,130.78,4,45.9,35.9
44.2,44430.57,48.5,12.4,109.08,3,9.3,22.1
29.8,63211.44,42.4,10.1,115.78,3,35.7,18.2
19.0,62685.88,74.6,13.7,144.67,4,21.3,4.1
49.9,63453.55,42.3,11.1,68.19,2,58.9,26.6
55.5,51256.06,30.3,12.5,108.88,5,101.8,1.7
50.4,71510.3,63.9,8.2,89.47,4,0.6,36.5
31.6,81876.02,63.4,18.2,122.75,3,0.7,8.9
23.5,73281.53,45.8,12.3,73.44,2,69.9,37.9
24.3,42905.97,46.4,14.3,104.02,4,8.6,11.7
18.2,20868.43,44.9,7.2,105.61,1,42.9,13.4
33.9,50517.38,50.2,12.5,102.81,2,2.7,26.7
51.1,63475.87,57.9,8.9,125.54,2,15.1,37.0
33.6,67795.63,44.8,10.2,94.47,3,24.6,40.2
38.0,60318.55,58.0,14.9,102.98,2,0.2,24.8
48.8,55939.49,49.0,11.5,102.42,2,310.6,22.3
31.0,78852.5,48.6,6.4,87.71,4,17.6,4.6
55.4,79092.77,52.0,8.6,94.72,4,43.1,29.0
54.9,84645.07,55.9,8.8,126.01,4,200.8,22.5
33.7,24451.4,17.7,7.9,108.05,2,3.9,47.9
29.2,20000.0,28.5,8.4,74.61,3,26.9,22.1
42.0,36826.99,44.0,9.2,118.92,2,18.9,4.8
31.5,47608.93,26.0,13.3,56.35,3,251.2,3.7
23.4,62274.68,41.4,10.1,92.69,6,21.1,21.9
47.8,23404.97,74.8,13.7,89.03,6,84.7,17.5
47.2,101588.62,45.5,6.3,104.69,2,36.8,23.5
36.6,64655.41,45.6,11.3,103.0,4,237.8,24.1
22.4,77102.98,42.6,6.1,136.34,2,315.0,33.2
22.7,32444.39,40.0,7.0,132.91,4,38.9,4.9
36.1,70935.03,41.1,9.1,89.38,4,144.6,4.9
30.0,57704.95,45.7,8.3,104.02,4,19.1,32.4
31.6,73624.98,43.3,14.2,79.6,3,28.3,10.5
45.2,63499.88,66.9,15.3,97.07,4,24.1,19.0
42.3,75329.74,55.8,9.8,69.44,2,33.3,31.1
48.8,93069.05,44.9,12.2,116.55,4,11.0,47.0
25.1,39051.49,56.3,9.8,89.84,4,13.4,54.5
31.6,62099.35,36.3,13.8,79.45,4,12.2,7.4
42.6,28314.61,17.0,6.9,76.7,4,50.1,29.4
39.5,77634.69,55.2,10.8,95.47,5,58.1,16.8
50.3,111352.29,94.0,11.7,104.64,2,38.0,9.3
39.2,38475.57,16.1,8.8,108.05,3,17.4,35.7
53.5,72957.25,33.9,11.7,98.07,3,44.0,3.1
40.4,81929.77,67.9,13.4,96.93,4,62.5,5.3
45.6,69125.69,43.1,9.2,99.8,3,15.2,35.5
31.8,60713.87,59.4,11.0,104.92,5,51.5,31.9
35.1,52294.31,35.1,6.8,93.07,1,55.7,4.7
44.1,58724.51,51.7,7.6,120.49,5,2.4,14.2
51.1,71169.94,79.5,17.0,129.11,2,39.4,15.6
42.3,66667.32,34.1,7.7,144.99,5,38.3,17.2
34.2,35705.8,58.1,4.9,84.65,1,44.8,37.0
48.8,69698.24,63.1,7.2,153.68,3,9.8,25.9
18.0,77770.68,33.0,12.6,105.07,5,341.5,18.7
20.8,40239.45,52.5,9.6,104.02,3,16.7,1.0
41.8,40707.97,45.3,9.3,79.94,3,31.7,11.9
35.1,57084.55,50.5,14.5,90.62,5,24.8,33.4
41.1,50551.85,52.2,9.6,109.31,5,66.4,17.4
35.6,33748.42,36.9,10.8,71.53,6,21.2,6.3
40.7,67350.93,53.3,10.7,104.27,1,32.3,14.8
26.9,39279.14,47.4,8.4,150.58,3,256.0,24.3
40.7,52069.61,58.8,8.9,116.08,2,34.0,23.7
44.9,71023.86,30.4,10.5,106.47,3,1.3,32.4
47.2,39100.91,63.1,7.2,85.86,1,120.5,19.4
55.1,41277.04,27.1,5.4,105.68,2,44.8,11.2
37.4,75370.23,66.0,10.3,74.03,3,19.7,26.0
37.7,23574.62,40.3,14.0,43.0,1,49.7,13.6
19.8,28281.07,21.3,8.1,102.03,4,3.8,2.1
29.7,20000.0,45.9,6.3,106.26,2,59.7,3.7
33.1,48732.61,32.4,9.6,130.78,5,0.6,20.1
45.5,76963.73,71.1,7.6,70.95,2,77.5,6.2
28.9,57358.75,38.5,13.9,119.79,6,6.9,41.4
43.0,114208.19,43.8,9.2,96.24,1,174.8,9.4
35.0,81725.34,79.5,10.0,137.34,6,31.5,25.0
33.2,39959.5,46.7,6.3,67.85,2,19.1,29.2
37.5,38050.05,56.4,10.8,119.92,4,323.2,14.7
31.1,111004.51,52.5,16.6,67.33,6,50.3,4.1
30.7,77819.14,27.0,6.3,127.94,2,33.8,15.1
18.0,58187.39,74.6,12.7,102.87,3,61.7,10.0
32.5,59513.4,49.8,13.5,99.67,5,77.7,15.4
30.2,61630.69,57.9,8.9,117.86,5,62.8,52.5
29.8,26230.69,49.7,6.5,82.12,5,1.4,7.7
39.2,66475.77,46.9,14.3,121.89,3,27.0,16.3
41.6,66693.68,55.4,9.8,136.62,7,54.4,29.7
37.3,43774.78,69.0,9.5,75.19,2,172.1,2.8
45.0,57192.79,48.7,9.4,92.78,2,0.5,9.6
40.8,94908.02,74.6,11.7,102.54,5,85.6,60.0
32.0,55136.05,18.7,11.9,63.44,4,72.2,9.3
30.4,97720.58,78.2,10.9,117.62,4,16.0,15.5
38.1,27688.99,17.5,14.9,98.53,2,30.6,3.5
40.7,54147.53,63.4,11.2,90.6,5,12.6,38.0
49.0,40237.18,49.9,6.5,145.43,2,65.8,25.5
46.9,45340.94,44.2,6.2,101.83,2,12.1,16.4
29.6,39104.1,42.2,9.1,104.57,4,9.3,27.1
34.0,65490.14,47.9,8.4,108.81,2,70.7,39.0
41.7,70704.67,40.9,11.0,65.13,3,22.4,34.1
45.7,54958.18,45.4,8.3,63.26,5,173.1,14.2
44.4,22955.76,72.0,11.6,146.18,3,24.5,7.6
34.4,89042.83,78.2,12.9,151.82,4,27.9,5.9
22.5,44252.52,32.2,6.6,120.16,6,9.6,15.1
25.0,29682.71,44.9,10.2,91.14,5,22.6,2.2
37.7,67679.68,53.7,11.7,88.0,5,12.6,4.7
38.4,66826.71,49.9,9.5,91.09,2,31.6,14.2
24.0,44757.04,30.4,8.5,43.21,2,31.9,5.1
35.4,63327.18,57.7,12.9,101.25,1,14.8,25.7
41.3,41949.2,57.3,10.9,106.06,7,17.4,4.9
23.5,65988.44,39.3,9.0,95.73,5,291.0,18.1
46.0,48902.64,76.0,7.8,100.36,2,13.2,28.3
31.2,44868.36,68.3,14.4,119.56,5,48.1,4.8
47.6,83036.94,65.1,6.3,138.14,2,11.1,31.7
29.7,79811.56,37.5,5.9,73.46,3,128.8,36.6
24.7,83502.49,63.1,13.2,98.18,2,361.8,50.5
30.4,77450.87,59.5,16.0,15.17,1,148.4,10.9
34.0,52757.37,55.5,13.8,138.97,4,120.6,16.3
31.1,26071.5,63.7,7.2,97.91,2,137.2,14.6
32.8,86373.1,55.3,10.8,110.12,7,82.8,17.3
38.3,90085.64,89.7,12.5,111.84,3,17.1,9.2
33.3,45191.04,51.7,10.6,107.91,3,280.5,15.9
34.3,77894.88,51.0,10.6,118.91,3,23.4,23.6
18.0,39756.44,79.9,11.0,103.23,5,2.4,21.7
38.9,93159.12,72.4,11.6,127.51,4,94.5,4.6
34.1,48989.08,39.9,14.0,55.54,3,161.7,49.5
51.1,112455.37,67.0,8.3,131.44,3,346.1,23.0
25.6,68205.89,62.0,8.1,89.22,5,24.1,7.3
18.0,82350.9,54.4,10.7,121.39,3,2.0,21.1
41.2,55668.6,50.7,9.5,117.4,2,181.9,51.0
38.5,70872.81,41.0,11.1,167.65,2,27.7,25.7
24.9,32546.95,16.5,4.8,110.48,4,6.0,43.5
19.7,64641.79,53.0,7.6,136.76,2,29.5,18.9
50.4,90280.0,61.2,16.1,117.51,8,147.7,29.3
49.1,119253.36,75.7,12.8,121.8,6,46.7,19.1
18.0,56040.8,40.2,12.0,52.41,8,24.6,19.1
30.4,70816.1,33.1,9.7,131.27,1,21.7,33.0
51.6,63896.93,36.7,14.8,147.14,3,138.2,13.7
30.2,67019.09,67.9,8.4,113.68,3,54.3,9.0
30.1,48477.28,36.5,8.8,80.76,4,7.0,14.6
32.2,60055.14,43.4,10.2,86.81,5,145.4,24.1
23.8,54523.14,43.7,12.2,97.06,3,136.3,52.2
18.0,39353.9,34.5,7.7,77.35,4,0.3,4.1
45.5,69679.28,42.5,7.1,107.52,3,45.0,3.3
18.0,38894.1,30.6,10.5,119.01,6,3.4,20.7
37.5,54383.55,69.3,5.5,111.27,4,16.4,15.2
43.9,88625.93,68.8,18.4,125.92,4,12.1,8.4
20.5,51898.46,66.3,10.3,137.35,8,8.7,3.2
25.8,59547.18,71.6,13.6,106.39,3,37.5,37.0
47.1,40559.34,8.9,8.4,125.13,2,6.2,24.6
40.3,72732.3,59.0,7.9,157.77,1,126.0,25.4
28.8,65670.18,42.9,10.1,134.61,3,24.2,8.1
47.0,61651.22,67.2,10.4,119.92,2,18.1,20.1
47.1,111352.88,54.3,9.7,81.74,4,14.3,17.1
37.7,20000.0,22.2,12.1,105.31,4,111.2,8.4
26.0,68486.06,31.0,9.6,105.24,4,288.1,16.8
30.9,70948.51,48.7,8.4,150.24,7,1.1,8.8
37.9,73122.75,67.7,12.4,105.02,4,67.9,39.2
33.1,62015.5,54.4,11.7,88.8,5,151.1,11.3
44.4,78525.24,37.5,7.9,144.29,4,5.6,29.4
19.7,65125.32,83.8,11.2,116.16,7,7.9,44.4
20.1,33528.14,51.8,10.6,106.43,7,73.6,6.1
36.8,67430.88,63.9,9.2,95.94,4,58.3,5.5
30.1,52401.31,67.0,6.3,118.35,3,31.3,44.3
28.7,33108.24,17.3,9.9,88.71,1,3.7,8.4
18.0,60743.4,36.6,8.8,98.09,4,357.0,6.5
35.2,48869.16,59.0,12.0,113.13,2,35.6,8.1
34.5,29620.79,28.7,9.4,95.23,3,329.2,20.2
41.5,54445.62,44.2,16.2,70.92,5,77.9,20.5
35.7,44573.27,44.2,12.2,130.88,4,32.8,2.2
33.7,79508.75,36.7,13.8,119.75,7,90.0,16.1
46.8,72479.87,48.3,11.4,118.48,7,25.7,17.1
21.9,77147.92,68.9,12.4,96.55,6,62.8,9.1
40.4,50959.99,58.2,11.9,137.08,4,27.5,25.4
18.3,64114.22,67.9,14.4,112.23,3,25.7,40.3
26.6,110085.56,80.2,11.0,109.97,6,9.6,28.3
22.9,57419.39,55.3,12.8,103.1,2,27.5,13.6
42.8,83488.52,61.9,11.1,107.35,3,9.1,15.3
34.3,73347.07,57.8,11.9,79.63,2,3.1,9.2
34.9,31450.47,32.0,7.6,115.38,4,9.3,10.4
23.9,62862.48,35.4,5.8,101.77,3,71.6,16.4
32.0,63731.58,40.8,7.0,122.19,1,251.4,7.9
27.4,48697.33,41.7,13.1,86.58,4,1.5,3.8
38.8,45386.91,35.8,6.8,108.03,5,43.9,18.2
25.1,65950.94,58.0,11.9,106.73,3,2.3,18.6
48.3,51190.28,50.4,13.5,94.63,4,289.9,33.4
18.2,89268.27,63.4,12.2,120.47,3,17.1,8.8
26.9,55831.22,54.0,15.7,124.15,4,26.3,21.0
51.8,48951.46,64.6,10.2,97.2,6,49.4,46.1
30.6,46238.96,45.7,11.3,142.32,2,3.4,49.1
21.9,43918.28,60.3,14.0,103.95,4,1.3,32.6
37.2,110000.11,72.7,14.6,171.04,5,12.2,3.7
30.2,38505.08,60.5,15.0,91.57,3,28.5,25.9
26.6,50988.69,71.5,9.6,107.27,1,9.3,4.6
24.0,40476.47,52.8,10.6,54.3,3,8.9,19.9
62.7,92132.16,61.2,5.1,110.5,3,21.1,3.8
32.5,47549.92,47.7,7.4,134.04,1,19.3,3.8
18.0,23618.87,32.0,15.6,70.78,3,11.7,7.7
49.9,68043.79,44.9,9.2,118.55,3,10.6,22.4
41.1,58900.69,63.2,9.2,95.21,1,269.2,21.9
27.3,42023.38,30.2,10.5,102.88,2,75.1,13.8
25.7,41758.84,68.7,9.4,136.11,3,40.8,13.6
41.7,89081.7,56.4,10.8,163.97,2,14.9,20.9
32.5,51629.85,90.4,12.5,155.72,1,1.4,19.3
18.0,23717.45,28.7,11.4,86.83,4,10.9,10.4
52.9,65055.6,55.3,14.8,69.09,3,1.6,16.0
30.7,57614.79,44.0,8.2,114.55,6,12.7,21.8
50.0,45239.18,33.7,8.7,132.83,1,56.7,7.5
47.8,102747.04,78.8,12.9,120.71,2,1.8,1.0
25.0,69343.51,36.2,9.8,87.43,3,10.6,32.3
45.3,96868.97,50.9,9.5,125.58,5,1.9,12.1
28.5,62631.02,59.6,9.0,105.78,4,12.7,33.9
18.0,20000.0,49.2,14.5,97.72,1,14.8,5.3
30.8,87309.89,37.3,13.9,106.56,3,21.8,32.5
39.0,45909.73,54.5,8.7,126.08,1,25.2,6.2
30.4,40654.37,46.1,13.3,76.23,8,33.9,37.4
31.9,60670.12,36.4,8.8,54.54,1,26.1,34.4
46.4,96713.13,49.2,13.5,74.87,8,361.7,28.6
36.1,81917.69,26.1,8.3,72.77,2,8.3,6.2
26.6,71379.24,79.2,7.0,168.41,6,0.4,33.2
42.0,59379.7,65.0,11.3,100.99,5,29.7,7.1
37.0,55029.25,29.2,10.5,107.58,3,58.4,38.7
18.0,53318.87,60.0,11.0,95.78,2,10.6,10.4
