anio,mes,hogar_id,persona_id,orden,sexo,edad,estado_civil,n_hijos,educacion,ocupacion,cond_actividad,estrato,personas_hogar,cuartos,tipo_vivienda,tenencia,agua_potable,internet,computador,movil,energia,afiliacion_salud,consultas_ano,salud_perc,actividad_fisica,dias_enfermo_30,tabaco,alcohol,felicidad,horas_semana,salario,remoto,sector,horas_internet_dia,uso_redes,compras_online,gasto_mensual,pobreza_percibida,satisfaccion_vivienda,transporte_publico,tiempo_transporte_min,region
2024,1,8255,9586,2,Mujer,42.0,Soltero/a,1,Secundaria incompleta,Empleado,Ocupado,2,2,1,Rural,Propia,1,1.0,0,1,Red pública,Contributivo,0,5,1,0,0,0,4,59.0,756545.0,0,Servicios,3.17,1,0,426746,0,3,0,34,Antioquia
2021,5,9075,9587,3,Hombre,38.0,Casado/a,0,Secundaria completa,Empleado,Ocupado,4,4,5,Otro,Propia,1,0.0,1,1,Red pública,Contributivo,3,3,0,0,1,1,4,50.0,393991.0,0,Servicios,0.94,1,0,301988,1,3,0,17,Oriente
2022,5,9632,9588,1,Hombre,27.0,Casado/a,0,Secundaria completa,Desempleado,Desempleado,5,7,3,Casa,Propia,1,1.0,1,1,Red pública,Subsidiado,4,3,0,0,0,1,9,0.0,0.0,0,Agricultura,1.14,1,0,166237,0,2,1,20,Pacífico
2022,12,3462,9589,3,Hombre,80.0,Soltero/a,1,Secundaria completa,Cuenta propia,Ocupado,1,2,2,Casa,Familiar,1,1.0,0,1,Red pública,Subsidiado,1,2,0,0,0,1,4,32.0,1687255.0,1,Tecnología,5.16,0,0,821864,0,4,0,9,Bogotá
2024,12,6123,9590,2,Hombre,60.0,Unión libre,1,Secundaria completa,Empleado,Ocupado,4,1,4,Casa,Propia,1,0.0,1,1,Red pública,Contributivo,3,3,1,2,1,0,5,41.0,655328.0,0,Comercio,4.09,1,0,572050,1,2,0,17,Pacífico
2023,6,5178,9591,2,Mujer,48.0,Soltero/a,0,Técnica/Tecnológica,Jubilado,Ocupado,1,5,7,Apartamento,Familiar,1,1.0,0,1,Red pública,No afiliado,0,2,1,0,0,1,3,46.0,1008471.0,0,Servicios,3.36,1,0,526525,1,1,1,44,Bogotá
2020,3,7149,9592,5,Hombre,45.0,Unión libre,1,Secundaria completa,Empleado,Ocupado,3,2,3,Casa,Arrendada,1,1.0,1,0,Red pública,Contributivo,4,3,0,1,0,1,8,29.0,772683.0,0,Comercio,0.0,1,0,442145,0,5,1,32,Antioquia
2024,1,2752,9593,4,Mujer,20.0,Casado/a,1,Universitaria,Estudiante,Inactivo,1,4,3,Casa,Propia,1,1.0,1,1,Red pública,Subsidiado,5,4,1,1,1,0,4,0.0,0.0,0,Industria,2.25,1,0,114258,1,2,1,52,Antioquia
2022,4,5629,9594,4,Hombre,40.0,Divorciado/a,2,Secundaria completa,Cuenta propia,Ocupado,3,2,7,Apartamento,Ocupada,1,1.0,0,1,Red pública,Contributivo,2,3,1,1,1,0,10,31.0,,0,Comercio,1.94,1,1,541836,0,2,0,46,Centro
2021,4,6916,9595,4,Hombre,21.0,Casado/a,0,Secundaria incompleta,Cuenta propia,Ocupado,6,7,5,Otro,Arrendada,1,1.0,1,1,Red pública,Contributivo,1,1,1,0,0,1,9,44.0,1027741.0,0,Servicios,3.18,1,1,705406,0,1,1,85,Bogotá
2022,10,5546,9596,5,Mujer,35.0,Casado/a,0,Secundaria completa,Desempleado,Desempleado,2,2,6,Rural,Arrendada,1,0.0,0,1,Red pública,Subsidiado,1,3,0,0,0,1,2,0.0,0.0,0,Servicios,2.3,1,0,456500,1,1,1,8,Caribe
2022,2,4359,9597,4,Hombre,42.0,Soltero/a,0,Posgrado,Cuenta propia,Ocupado,4,5,2,Casa,Propia,1,0.0,1,1,Red pública,Contributivo,4,2,1,1,0,0,10,33.0,2307795.0,1,Comercio,1.38,1,0,1290156,0,5,1,62,Centro
2022,8,6013,9598,3,Hombre,43.0,Casado/a,0,Secundaria completa,Patrón,Ocupado,4,5,2,Conjunto cerrado,Propia,1,0.0,1,1,Red pública,No afiliado,1,1,1,1,0,0,9,38.0,376149.0,0,Comercio,2.37,1,0,505329,0,4,1,7,Caribe
2021,6,8604,9599,4,Hombre,23.0,Soltero/a,0,Secundaria completa,Cuenta propia,Ocupado,4,4,2,Rural,Arrendada,1,1.0,0,1,Red pública,Contributivo,1,2,0,0,0,0,5,50.0,345022.0,1,Agricultura,1.34,1,0,342585,0,2,1,31,Antioquia
2022,12,5014,9600,4,Hombre,49.0,Soltero/a,2,Secundaria incompleta,Desempleado,Desempleado,2,6,3,Casa,Propia,1,1.0,0,1,Otro,Contributivo,0,4,0,1,0,0,10,0.0,0.0,0,Gobierno,2.61,1,0,414263,0,4,1,17,Antioquia
2020,3,1899,9601,6,Mujer,38.0,Soltero/a,1,Secundaria completa,Hogar,Ocupado,3,5,7,Casa,Familiar,1,1.0,1,0,Red pública,Otro,1,4,1,1,0,1,4,46.0,211789.0,0,Servicios,2.51,1,0,290172,0,1,1,31,Bogotá
2024,1,2189,9602,2,Mujer,53.0,Casado/a,2,Primaria completa,Empleado,Ocupado,1,3,7,Casa,Propia,1,1.0,1,1,Red pública,Subsidiado,3,2,1,0,1,1,2,24.0,538790.0,1,Tecnología,1.32,1,0,427356,1,2,1,28,Centro
2021,12,1652,9603,5,Mujer,50.0,Casado/a,3,Secundaria completa,Empleado,Ocupado,3,5,4,Apartamento,Arrendada,1,,0,1,Red pública,Contributivo,1,5,0,1,0,1,5,66.0,1019772.0,1,Servicios,4.51,1,0,598112,0,4,0,37,Pacífico
2020,11,8996,9604,5,Mujer,61.0,Soltero/a,1,Universitaria,Empleado,Ocupado,5,3,5,Conjunto cerrado,Propia,1,1.0,0,1,Red pública,Contributivo,0,4,1,1,0,0,9,28.0,2791615.0,0,Servicios,0.5,1,0,1399514,1,3,1,43,Antioquia
2023,3,1982,9605,7,Mujer,26.0,Soltero/a,1,Secundaria completa,Jubilado,Ocupado,3,4,3,Casa,Propia,1,1.0,1,0,Red pública,Subsidiado,3,5,0,1,0,0,5,34.0,1066752.0,0,Servicios,3.94,1,0,755498,0,4,1,12,Antioquia
2024,8,1575,9606,4,Hombre,74.0,Casado/a,0,Universitaria,Cuenta propia,Ocupado,1,4,9,Conjunto cerrado,Arrendada,1,1.0,1,1,Red pública,Contributivo,0,4,1,1,0,0,1,38.0,552166.0,0,Agricultura,4.06,1,0,287431,0,2,1,30,Bogotá
2024,4,9524,9607,6,Hombre,21.0,Soltero/a,1,Primaria incompleta,Hogar,Ocupado,4,4,4,Casa,Propia,1,1.0,0,1,Red pública,Subsidiado,3,3,1,2,0,0,2,47.0,232470.0,0,Industria,1.63,1,1,257220,0,2,0,9,Caribe
2022,3,5307,9608,7,Hombre,34.0,Casado/a,0,Primaria completa,Estudiante,Inactivo,5,3,4,Conjunto cerrado,Propia,1,1.0,1,1,Red pública,Contributivo,1,5,1,0,0,0,3,0.0,0.0,0,Agricultura,4.51,1,1,277505,1,3,0,56,Centro
2021,11,9480,9609,7,Hombre,43.0,Soltero/a,1,Técnica/Tecnológica,Empleado,Ocupado,2,5,4,Apartamento,Propia,1,1.0,0,1,Red pública,Contributivo,2,1,1,3,0,0,7,20.0,1038400.0,0,Servicios,3.83,1,1,518666,0,5,1,15,Bogotá
2024,4,7753,9610,1,Mujer,49.0,Soltero/a,0,Técnica/Tecnológica,Cuenta propia,Ocupado,2,5,4,Casa,Propia,1,1.0,0,1,Red pública,Contributivo,1,4,0,1,0,1,10,27.0,971505.0,0,Servicios,3.64,1,0,605114,0,2,0,56,Oriente
2024,11,8740,9611,2,Hombre,35.0,Soltero/a,1,Técnica/Tecnológica,Empleado,Ocupado,1,9,4,Casa,Arrendada,1,1.0,0,1,Red pública,Subsidiado,5,1,0,0,0,1,5,51.0,1758874.0,0,Tecnología,2.6,1,1,936500,0,4,0,12,Caribe
2021,4,2055,9612,4,Hombre,39.0,Soltero/a,1,Universitaria,Cuenta propia,Ocupado,4,4,4,Apartamento,Propia,1,1.0,1,1,Red pública,Subsidiado,4,2,0,1,0,0,10,,2685939.0,0,Servicios,0.75,1,0,1239404,0,2,1,46,Caribe
2025,2,7026,9613,1,Mujer,74.0,Soltero/a,1,Secundaria completa,Empleado,Ocupado,5,7,4,Rural,Propia,1,0.0,1,1,Red pública,Contributivo,0,3,0,2,0,0,4,28.0,1430366.0,0,Industria,2.55,1,0,832269,0,2,0,75,Antioquia
2020,4,5369,9614,7,Mujer,29.0,Unión libre,1,Técnica/Tecnológica,Cuenta propia,Ocupado,3,6,5,Apartamento,Arrendada,1,0.0,0,1,Red pública,Subsidiado,1,1,0,2,0,0,2,32.0,1081046.0,0,Servicios,1.92,1,0,735407,0,3,1,31,Oriente
2025,11,2324,9615,3,Mujer,23.0,Casado/a,0,Secundaria incompleta,Cuenta propia,Ocupado,2,4,5,Apartamento,Propia,1,1.0,0,1,Red pública,No afiliado,3,5,1,0,0,0,4,41.0,,0,Servicios,2.04,1,0,202620,0,1,1,40,Caribe
2025,12,4595,9616,6,Hombre,18.0,Soltero/a,3,Técnica/Tecnológica,Empleado,Ocupado,5,3,4,Apartamento,Propia,1,1.0,0,0,Red pública,Contributivo,2,2,0,1,0,1,2,29.0,1356925.0,0,Gobierno,0.61,1,1,812698,0,3,1,1,Antioquia
2024,9,4827,9617,6,Mujer,30.0,Casado/a,1,Universitaria,Estudiante,Inactivo,2,4,3,Apartamento,Propia,1,1.0,1,1,Red pública,Contributivo,1,4,1,0,0,1,5,0.0,0.0,0,Servicios,1.95,1,0,243374,0,1,1,4,Centro
2025,4,3323,9618,2,Hombre,0.0,Soltero/a,0,Técnica/Tecnológica,Cuenta propia,Ocupado,3,4,4,Apartamento,Arrendada,1,0.0,0,1,Red pública,Subsidiado,3,1,1,0,1,0,6,37.0,1249200.0,0,Industria,1.76,1,1,812320,0,4,1,25,Caribe
2024,12,2882,9619,6,Otro,40.0,Casado/a,0,Universitaria,Jubilado,Ocupado,5,1,4,Casa,Arrendada,1,1.0,1,1,Red pública,Contributivo,2,1,1,1,0,0,4,23.0,2049916.0,0,Servicios,3.01,1,0,1204545,0,2,0,23,Antioquia
2021,1,2153,9620,5,Hombre,69.0,Viudo/a,0,Secundaria completa,Empleado,Ocupado,6,4,7,Apartamento,Propia,1,1.0,1,1,Red pública,Contributivo,2,3,1,1,0,0,3,44.0,937748.0,0,Gobierno,2.08,0,1,640772,0,2,1,22,Caribe
2022,1,4370,9621,1,Hombre,39.0,Casado/a,0,Secundaria incompleta,Estudiante,Inactivo,2,8,3,Casa,Propia,1,0.0,1,1,Red pública,Contributivo,2,2,1,3,1,0,7,0.0,0.0,0,Servicios,5.59,1,1,226260,1,2,1,8,Antioquia
2020,1,9288,9622,4,Mujer,61.0,Casado/a,1,Secundaria incompleta,Empleado,Ocupado,6,6,1,Casa,Arrendada,1,1.0,1,1,Red pública,Otro,2,1,1,1,0,1,2,38.0,539461.0,0,Comercio,4.79,1,0,434825,0,2,1,38,Caribe
2022,5,1276,9623,1,Hombre,33.0,Soltero/a,1,Universitaria,Cuenta propia,Ocupado,3,6,3,Casa,Familiar,1,1.0,1,1,Red pública,Contributivo,2,5,1,3,0,0,9,54.0,4506854.0,0,Servicios,4.51,0,0,2167958,0,2,0,54,Centro
2024,6,6404,9624,5,Mujer,70.0,Casado/a,0,Universitaria,Estudiante,Inactivo,3,1,3,Apartamento,Propia,1,1.0,1,1,Otro,Contributivo,1,2,1,2,0,1,6,0.0,0.0,0,Comercio,4.62,0,0,487946,0,1,0,1,Antioquia
2022,12,6292,9625,3,Hombre,47.0,Soltero/a,1,Secundaria incompleta,Estudiante,Inactivo,4,4,4,Casa,Arrendada,1,1.0,1,1,Red pública,Subsidiado,4,1,1,2,0,1,6,0.0,0.0,0,Comercio,0.42,1,1,267712,0,2,1,52,Oriente
2022,6,9523,9626,1,Hombre,39.0,Casado/a,1,Secundaria completa,Cuenta propia,Ocupado,2,2,5,Casa,Arrendada,1,1.0,1,1,Red pública,Contributivo,3,5,1,1,1,1,1,19.0,1686022.0,1,Tecnología,0.98,1,0,745800,1,5,1,50,Bogotá
2023,6,5198,9627,4,Hombre,23.0,Unión libre,2,Universitaria,Desempleado,Desempleado,4,4,3,Conjunto cerrado,Propia,1,0.0,0,1,Red pública,Subsidiado,3,1,1,2,1,1,1,0.0,0.0,0,Comercio,1.05,1,1,257483,0,4,0,27,Caribe
2025,9,4696,9628,1,Mujer,43.0,Casado/a,0,Primaria incompleta,Estudiante,Inactivo,5,3,2,Casa,Arrendada,1,1.0,0,1,Red pública,Contributivo,2,4,0,1,0,0,6,0.0,0.0,1,Agricultura,4.83,1,1,260386,1,2,1,46,Antioquia
2020,1,4202,9629,6,Hombre,70.0,Viudo/a,1,Secundaria completa,Cuenta propia,Ocupado,4,4,3,Conjunto cerrado,Propia,1,0.0,1,1,Red pública,Subsidiado,2,1,0,1,0,0,7,34.0,559898.0,1,Industria,1.66,1,1,348006,0,5,0,59,Centro
2022,10,3086,9630,3,Hombre,7.0,Soltero/a,1,Técnica/Tecnológica,Estudiante,Inactivo,1,4,1,Casa,Arrendada,1,1.0,1,1,Red pública,Contributivo,4,5,0,1,0,1,7,0.0,0.0,0,Comercio,0.19,1,0,300943,0,1,0,23,Bogotá
2021,6,1306,9631,1,Mujer,38.0,Casado/a,2,Primaria completa,Desempleado,Desempleado,1,5,5,Casa,Arrendada,0,1.0,0,1,Red pública,Contributivo,2,3,0,2,0,0,4,0.0,0.0,1,Comercio,1.17,1,0,291585,0,3,0,16,Centro
2024,8,1883,9632,3,Mujer,34.0,Unión libre,0,Técnica/Tecnológica,Empleado,Ocupado,2,4,5,Apartamento,Propia,1,1.0,0,1,Red pública,Contributivo,1,3,0,1,0,1,5,41.0,1234762.0,0,Servicios,0.0,0,1,611927,0,4,0,55,Centro
2020,8,7663,9633,7,Mujer,16.0,Soltero/a,1,Secundaria incompleta,Estudiante,Inactivo,4,6,2,Conjunto cerrado,Propia,1,1.0,0,1,Red pública,Subsidiado,0,3,1,1,0,1,4,0.0,0.0,0,Comercio,2.76,1,1,167279,0,4,1,33,Bogotá
2023,12,7189,9634,3,Hombre,27.0,Viudo/a,1,Universitaria,Empleado,Ocupado,5,4,3,Casa,Propia,1,0.0,0,0,Red pública,Subsidiado,2,5,0,0,0,1,3,43.0,4234962.0,0,Servicios,0.0,1,0,2135859,1,4,1,20,Antioquia
2021,3,5289,9635,7,Hombre,54.0,Soltero/a,1,Primaria completa,Jubilado,Ocupado,3,6,4,Casa,Propia,1,1.0,0,1,Red pública,Contributivo,2,4,0,2,0,1,6,49.0,574188.0,0,Servicios,0.08,0,1,360716,0,5,1,28,Caribe
2021,5,4589,9636,2,Mujer,31.0,Unión libre,3,Universitaria,Empleado,Ocupado,1,3,5,Casa,Arrendada,1,0.0,1,1,Red pública,Contributivo,4,5,0,1,1,1,2,44.0,2741011.0,0,Servicios,5.49,1,0,1621299,1,5,0,44,Pacífico
2025,10,4641,9637,2,Mujer,59.0,Soltero/a,0,Secundaria completa,Empleado,Ocupado,4,3,2,Rural,Propia,1,1.0,1,1,Red pública,Subsidiado,3,4,1,1,0,0,4,37.0,1368852.0,0,Servicios,0.04,1,0,698620,0,5,0,29,Oriente
2020,4,8336,9638,4,Hombre,35.0,Soltero/a,0,Técnica/Tecnológica,Empleado,Ocupado,4,2,4,Conjunto cerrado,Familiar,0,,0,1,Red pública,No afiliado,2,3,0,2,0,0,9,23.0,1470857.0,0,Servicios,3.57,0,1,641229,0,4,1,9,Pacífico
2022,12,6108,9639,4,Hombre,39.0,Soltero/a,1,Primaria incompleta,Empleado,Ocupado,1,3,3,Casa,Propia,1,1.0,0,1,Red pública,Contributivo,1,4,1,0,0,0,6,36.0,,0,Servicios,2.79,1,0,327344,0,3,1,40,Bogotá
2020,1,3162,9640,4,Mujer,55.0,Soltero/a,2,Universitaria,Cuenta propia,Ocupado,3,3,2,Rural,Propia,1,1.0,1,1,Red pública,Contributivo,2,3,0,0,0,0,10,42.0,3100251.0,1,Agricultura,2.61,0,0,1612627,0,1,1,41,Centro
2022,9,7709,9641,3,Hombre,38.0,Viudo/a,1,Universitaria,Estudiante,Inactivo,3,3,5,Apartamento,Propia,1,1.0,1,1,Red pública,Contributivo,3,4,1,0,0,0,10,0.0,0.0,0,Servicios,2.71,1,0,119749,0,2,0,3,Caribe
2023,5,6167,9642,3,Mujer,45.0,Soltero/a,2,Secundaria completa,Desempleado,Desempleado,4,4,3,Casa,Propia,1,1.0,0,1,Red pública,No afiliado,1,5,0,0,0,0,1,0.0,0.0,0,Gobierno,1.3,1,0,276279,0,3,1,52,Caribe
2022,2,4141,9643,7,Mujer,32.0,Casado/a,1,Secundaria completa,Jubilado,Ocupado,6,3,3,Apartamento,Propia,1,1.0,1,1,Red pública,No afiliado,1,3,0,2,0,1,1,26.0,1805524.0,1,Servicios,3.86,1,1,917604,0,2,1,23,Pacífico
2020,12,7131,9644,2,Mujer,35.0,Unión libre,2,Secundaria incompleta,Empleado,Ocupado,2,4,3,Casa,Familiar,1,,1,1,Red pública,Subsidiado,3,4,0,0,0,0,10,38.0,850871.0,1,Servicios,3.08,1,0,739833,1,3,0,27,Bogotá
2022,2,5603,9645,6,Hombre,53.0,Unión libre,3,Secundaria completa,Estudiante,Inactivo,5,4,1,Conjunto cerrado,Arrendada,1,1.0,1,1,Red pública,Contributivo,2,2,0,1,0,0,1,0.0,0.0,1,Servicios,3.76,1,1,322786,0,3,1,26,Bogotá
2023,11,1154,9646,7,Mujer,27.0,Viudo/a,1,Secundaria completa,Desempleado,Desempleado,4,3,4,Apartamento,Propia,1,1.0,0,1,Red pública,Contributivo,1,4,1,0,0,1,8,0.0,0.0,0,Servicios,4.0,1,1,285935,0,1,1,0,Pacífico
2024,7,4630,9647,7,Hombre,22.0,Unión libre,0,Primaria completa,Hogar,Ocupado,3,3,4,Apartamento,Propia,1,1.0,0,1,Red pública,Otro,1,5,0,1,0,0,2,32.0,118575.0,0,Servicios,3.14,0,1,100277,0,4,1,22,Bogotá
2023,4,9652,9648,3,Hombre,35.0,Soltero/a,2,Primaria completa,Estudiante,Inactivo,3,4,5,Apartamento,Arrendada,0,1.0,1,1,Red pública,Contributivo,3,2,0,0,0,1,2,0.0,0.0,0,Industria,0.0,0,1,169408,0,2,1,2,Oriente
2023,1,2396,9649,7,Mujer,40.0,Unión libre,0,Universitaria,Empleado,Ocupado,4,4,5,Casa,Propia,1,0.0,0,1,Red pública,Contributivo,0,3,1,1,0,1,9,44.0,2691870.0,0,Comercio,3.64,0,0,1276340,0,4,1,57,Pacífico
2021,5,9982,9650,2,Hombre,23.0,Soltero/a,1,Secundaria completa,Jubilado,Ocupado,5,1,8,Apartamento,Arrendada,1,1.0,0,1,Red pública,Contributivo,3,4,0,0,0,1,4,44.0,794501.0,1,Industria,3.52,0,1,379386,1,2,0,18,Antioquia
2021,2,7797,9651,1,Mujer,64.0,Soltero/a,2,Posgrado,Jubilado,Ocupado,3,3,9,Casa,Propia,0,1.0,1,1,Red pública,Subsidiado,5,3,1,1,0,0,10,37.0,1999240.0,0,Servicios,1.06,1,0,1129544,1,4,1,30,Bogotá
2021,7,7594,9652,4,Hombre,43.0,Soltero/a,1,Primaria completa,Estudiante,Inactivo,2,4,4,Apartamento,Propia,1,0.0,1,1,Red pública,Subsidiado,1,4,0,2,0,1,1,0.0,,0,Servicios,2.5,0,1,207345,0,3,1,16,Bogotá
2021,9,4709,9653,4,Mujer,26.0,Casado/a,0,Universitaria,Cuenta propia,Ocupado,3,5,5,Casa,Arrendada,1,1.0,1,1,Red pública,Subsidiado,4,3,0,1,0,0,3,31.0,1782261.0,0,Comercio,1.25,0,0,1085679,0,2,1,33,Antioquia
2021,1,2867,9654,5,Mujer,49.0,Soltero/a,2,Técnica/Tecnológica,Estudiante,Inactivo,2,3,2,Casa,Arrendada,1,1.0,0,1,Red pública,Contributivo,1,2,0,0,0,1,1,0.0,0.0,0,Industria,2.3,1,0,106307,1,4,1,38,Caribe
2023,12,1576,9655,6,Mujer,56.0,Soltero/a,1,Secundaria incompleta,Empleado,Ocupado,5,5,4,Rural,Propia,1,1.0,1,1,Red pública,No afiliado,1,1,0,1,0,1,9,41.0,1186850.0,0,Tecnología,1.39,1,1,551409,0,3,0,23,Pacífico
2023,2,8263,9656,2,Mujer,21.0,Casado/a,2,Secundaria incompleta,Empleado,Ocupado,1,1,4,Casa,Propia,1,1.0,1,1,Red pública,Contributivo,0,5,0,2,0,1,2,53.0,989304.0,0,Comercio,3.8,1,0,661236,0,1,1,28,Bogotá
2025,11,4764,9657,5,Mujer,48.0,Casado/a,1,Universitaria,Desempleado,Desempleado,3,4,4,Casa,Ocupada,1,1.0,1,1,Red pública,Contributivo,5,3,1,2,0,1,8,0.0,0.0,0,Industria,3.86,1,0,387401,0,1,0,43,Pacífico
2021,6,9553,9658,4,Hombre,31.0,Soltero/a,1,Secundaria completa,Empleado,Ocupado,6,4,4,Casa,Arrendada,1,1.0,1,1,Red pública,Contributivo,2,5,0,0,0,0,1,52.0,1114364.0,0,Comercio,2.6,1,0,681197,1,2,0,42,Centro
2023,8,1456,9659,5,Mujer,48.0,Casado/a,1,Secundaria completa,Desempleado,Desempleado,3,3,4,Apartamento,Arrendada,1,1.0,1,1,Red pública,Contributivo,1,4,0,3,0,0,9,0.0,0.0,1,Gobierno,3.07,1,0,260686,0,2,0,11,Bogotá
2024,7,4561,9660,1,Mujer,75.0,Soltero/a,2,Universitaria,Empleado,Ocupado,3,6,1,Apartamento,Propia,1,1.0,1,1,Red pública,Contributivo,1,5,1,1,1,0,1,50.0,1780737.0,0,Industria,0.0,1,0,843207,0,1,0,22,Oriente
2023,9,4110,9661,7,Hombre,27.0,Casado/a,0,Secundaria incompleta,Jubilado,Ocupado,4,3,1,Apartamento,Arrendada,1,1.0,0,1,Red pública,Contributivo,3,3,0,2,0,1,10,44.0,1004250.0,0,Agricultura,0.63,1,1,505608,0,2,1,50,Bogotá
2021,2,4529,9662,5,Hombre,45.0,Casado/a,2,Primaria completa,Cuenta propia,Ocupado,2,10,1,Conjunto cerrado,Propia,1,0.0,1,1,Red pública,Contributivo,1,1,0,0,0,1,2,38.0,392323.0,0,Servicios,0.0,1,0,393037,0,4,1,30,Bogotá
2021,12,5907,9663,1,Hombre,6.0,Unión libre,1,Secundaria incompleta,Estudiante,Inactivo,4,5,7,Conjunto cerrado,Propia,1,1.0,0,1,Red pública,Contributivo,1,3,1,1,1,1,1,0.0,0.0,0,Comercio,0.31,1,0,295577,1,2,1,42,Pacífico
2020,9,5968,9664,4,Hombre,74.0,Viudo/a,0,Secundaria incompleta,Empleado,Ocupado,3,3,3,Apartamento,Arrendada,1,1.0,1,1,Red pública,Contributivo,0,4,0,1,0,0,1,52.0,830400.0,0,Comercio,3.22,1,1,394302,0,1,0,58,Bogotá
2021,4,9541,9665,3,Hombre,4.0,Soltero/a,1,Técnica/Tecnológica,Empleado,Ocupado,3,5,3,Apartamento,Arrendada,1,1.0,0,1,Red pública,Subsidiado,5,4,1,1,1,0,4,49.0,768638.0,0,Comercio,1.57,1,0,445220,0,3,0,26,Antioquia
2024,11,5547,9666,7,Mujer,43.0,Soltero/a,2,Primaria completa,Empleado,Ocupado,3,5,5,Apartamento,Arrendada,1,0.0,0,1,Red pública,Subsidiado,1,3,1,0,0,1,6,,1224853.0,0,Servicios,0.0,0,1,823505,0,4,1,39,Pacífico
2020,3,5083,9667,2,Hombre,57.0,Unión libre,0,Primaria incompleta,Empleado,Ocupado,4,6,5,Apartamento,Propia,0,1.0,0,1,Red pública,Contributivo,4,3,0,2,0,1,2,22.0,552333.0,0,Servicios,4.21,0,0,464895,0,4,1,25,Bogotá
2021,7,1108,9668,7,Hombre,39.0,Casado/a,0,Técnica/Tecnológica,Empleado,Ocupado,4,6,2,Apartamento,Propia,1,1.0,0,1,Red pública,Subsidiado,1,3,1,1,0,0,10,38.0,2494492.0,1,Comercio,3.41,1,0,1105995,1,5,0,15,Caribe
2024,5,8751,9669,5,Mujer,34.0,Casado/a,1,Posgrado,Desempleado,Desempleado,3,4,4,Casa,Propia,1,,0,1,Red pública,Contributivo,2,5,1,0,0,1,10,0.0,0.0,0,Comercio,5.12,1,0,269555,0,4,1,54,Oriente
2024,5,2231,9670,7,Hombre,38.0,Casado/a,0,Secundaria completa,Estudiante,Inactivo,3,3,2,Casa,Ocupada,1,0.0,1,1,Red pública,Otro,0,5,1,0,0,1,6,0.0,0.0,0,Servicios,0.0,0,0,475333,1,2,1,18,Centro
2022,12,1576,9671,6,Hombre,35.0,Casado/a,2,Secundaria completa,Empleado,Ocupado,5,2,4,Apartamento,Arrendada,1,0.0,0,1,Red pública,Subsidiado,5,2,0,2,0,0,6,47.0,757525.0,0,Industria,3.38,1,0,307414,0,5,0,72,Antioquia
2024,2,1240,9672,1,Hombre,12.0,Soltero/a,0,Primaria incompleta,Empleado,Ocupado,4,8,3,Conjunto cerrado,Propia,1,1.0,1,1,Red pública,Contributivo,0,1,0,1,0,0,4,37.0,502501.0,0,Industria,0.0,1,1,372110,1,1,1,37,Caribe
2022,6,8566,9673,6,Mujer,0.0,Casado/a,1,Secundaria completa,Jubilado,Ocupado,3,4,5,Apartamento,Propia,1,1.0,1,1,Red pública,Contributivo,1,3,0,0,1,1,7,37.0,1273279.0,0,Servicios,2.8,1,0,679988,0,2,0,10,Oriente
2021,6,6809,9674,4,Hombre,59.0,Viudo/a,0,Secundaria completa,Empleado,Ocupado,5,1,5,Conjunto cerrado,Arrendada,1,1.0,1,1,Red pública,Subsidiado,1,4,0,1,0,1,6,55.0,874426.0,0,Servicios,3.09,0,0,600615,0,1,1,64,Oriente
2022,12,7721,9675,6,Hombre,26.0,Soltero/a,2,Técnica/Tecnológica,Empleado,Ocupado,3,5,6,Conjunto cerrado,Propia,1,,0,1,Red pública,Contributivo,1,1,0,0,1,0,7,33.0,680818.0,0,Servicios,0.27,1,0,470583,0,4,1,46,Centro
2023,4,1370,9676,6,Mujer,40.0,Soltero/a,0,Universitaria,Estudiante,Inactivo,2,7,3,Conjunto cerrado,Propia,1,1.0,1,1,Red pública,Contributivo,3,3,1,1,0,0,3,0.0,0.0,0,Tecnología,6.69,1,0,459497,0,2,0,22,Caribe
2025,5,7054,9677,4,Mujer,19.0,Casado/a,1,Primaria incompleta,Empleado,Ocupado,2,3,7,Rural,Propia,1,1.0,1,1,Red pública,Contributivo,5,1,0,1,1,1,4,34.0,272690.0,0,Comercio,0.0,0,0,275291,1,1,1,31,Pacífico
2020,7,1097,9678,3,Hombre,35.0,Viudo/a,0,Técnica/Tecnológica,Cuenta propia,Ocupado,2,4,2,Casa,Familiar,1,1.0,0,1,Red pública,Contributivo,2,2,0,3,0,1,1,30.0,1421070.0,0,Servicios,1.44,1,1,789048,0,4,0,44,Antioquia
2023,8,6606,9679,7,Hombre,54.0,Unión libre,2,Técnica/Tecnológica,Cuenta propia,Ocupado,4,4,3,Apartamento,Arrendada,1,0.0,1,0,Red pública,Subsidiado,1,1,1,0,0,1,4,26.0,1397951.0,0,Servicios,2.48,1,0,766579,0,3,1,4,Caribe
2022,6,9156,9680,6,Hombre,31.0,Casado/a,3,Secundaria completa,Cuenta propia,Ocupado,3,4,6,Casa,Propia,1,0.0,0,1,Red pública,Contributivo,1,1,0,2,0,1,4,40.0,439181.0,0,Servicios,3.27,1,0,371472,0,3,1,22,Oriente
2023,5,3455,9681,6,Hombre,62.0,Casado/a,0,Técnica/Tecnológica,Empleado,Ocupado,1,2,2,Casa,Arrendada,1,1.0,1,1,Red pública,No afiliado,2,1,0,0,0,1,5,32.0,1656393.0,0,Servicios,0.88,0,1,845259,0,3,0,10,Centro
